claim_id,subject_type,subject_id,predicate,object_text,confidence,status,notes
C1304,person,P0004,estate_estimate_69_villages,Majidi reports a secondary estimate that Abdollah Khan held approximately sixty-nine villages.,probable,active,Secondary estimate; exact estate list unresolved.
C1305,person,P0004,estate_population_ranges,"Majidi reports secondary estimates that populations of individual villages ranged roughly from 150 to 2,000.",probable,active,Secondary estimate.
C1306,person,P0004,tehran_three_gardens,Majidi reports that Abdollah Khan apparently possessed three gardens/properties in Tehran that passed to his sons.,probable,active,Secondary property claim; parcels and succession need reconciliation.
C1307,person,P0004,estate_reconstruction_incomplete,Majidi explicitly indicates that the later fate of several Amir Nezam properties is unknown.,confirmed,active,Secondary evidence that estate reconstruction remains incomplete.
C1308,person,P0004,editorial_property_layer,Property claims in Majidi's commentary should be treated as secondary evidence distinct from Abdollah Khan's own writings.,confirmed,active,Archive evidence-layer policy applied to this source.
C1309,person,P0004,editorial_chronology_layer,Majidi's chronology provides secondary corroboration for events already supported by Abdollah Khan's writings and other archive evidence.,confirmed,active,Avoid duplicate event inflation.
C1310,person,P0004,secondary_son_title_transfer_hossein_qoli,Majidi states that Abdollah Khan's son Hossein Qoli Khan received the title Sa'ed al-Saltaneh and later became Amir Nezam / Sardar Akram.,confirmed,active,Secondary family/title corroboration; no genealogy or person-ID change.
C1311,person,P0004,secondary_son_title_transfer_mohtaj_ali,Majidi states that Abdollah Khan's son Mohtaj Ali Khan received the title Ejlal al-Mamalek.,confirmed,active,Secondary family/title corroboration; no genealogy or person-ID change.
C1312,person,P0004,editorial_context_hajji_sayyah_identity,"Majidi identifies Hajji Sayyah Mahallati more fully as Hajji Mirza Mohammad Ali, son of Molla Mohammad Reza Mahallati.",confirmed,active,Contextual identity; canonical person creation deferred unless needed by event graph.
C1313,person,P0004,editorial_context_sadiq_al_sultan_identity,"Majidi identifies Sadiq al-Sultan as Hajji Reza Khan Sadiq al-Sultan, son of Aqa Mohammad Ali Sarraf, associated with the military treasury.",confirmed,active,Contextual identity; canonical creation deferred.
C1314,person,P0004,editorial_context_samsam_al_molk_ambiguity,"Majidi explicitly preserves ambiguity around the identity/name form of Samsam al-Molk, with Ali Naqi Khan Samsam al-Molk strongly indicated in one tradition but other wording potentially conflating him with Zulfaqar Khan.",confirmed,active,Do not force identity merge.
C1315,person,P0004,editorial_context_sadiq_al_molk_identity,"Majidi identifies Sadiq al-Molk as son of Mirza Mohammad Nuri Mazandarani and summarizes a diplomatic career involving Paris, the Foreign Ministry and Sofia.",confirmed,active,Contextual biography; canonical person creation deferred unless needed.
C1316,person,P0004,editorial_context_behbud_khan_unresolved,"The Kalat material names the late Behbud Khan in connection with an earlier cavalry-tax arrangement, but his full identity and office remain unresolved.",confirmed,active,Identity-reconciliation candidate.
C1317,person,P0004,editorial_identity_threshold,"Only editorial identities that materially affect chronology, role/title interpretation, property reconstruction, or existing unresolved claims should be promoted into canonical person records.",confirmed,active,Archive curation rule for this annotation pass.
C1400,person,P0004,documentary_appendix_cluster,"Majmooe Asaar reproduces a documentary appendix of handwritten decrees, orders, and appointment-related documents associated with Haji Abdollah Khan Gharagozloo.",confirmed,active,Primary documentary-artifact cluster. Exact item-level transcription remains pending.
C1401,person,P0004,documentary_evidence_layer,The reproduced decree/order pages constitute a primary documentary evidence layer distinct from Abdollah Khan's authored narratives and Majidi's editorial commentary.,confirmed,active,Archive evidence-layer classification.
C1402,person,P0004,documentary_reconciliation_policy,"Each reproduced official document should be matched to an existing appointment, title, rank, command, or governorship event only after secure transcription; duplicate events should not be created merely because a document corroborates an existing event.",confirmed,active,Archive reconciliation policy for documentary artifacts.
C1500,person,P0004,aqeli_candidate_birth,Aqeli gives Abdollah Khan Amir Nezam a probable birth around 1235 SH (approximately 1856–1857 CE).,probable,active,Do not set canonical birth date yet; internally plausible with 1298 AH Astarabad appointment but needs independent evidence.
C1501,person,P0004,aqeli_astarabad_age,Aqeli reports that Abdollah Khan was about twenty-six years old when appointed governor of Astarabad.,probable,active,Secondary age estimate; useful as a consistency check on candidate birth year.
C1502,person,P0004,aqeli_premiership_consideration_1333,"Aqeli reports that in 1333 AH Ain al-Dowleh considered Abdollah Khan for the premiership, but the appointment did not materialize.",probable,active,New secondary biographical claim; requires corroboration.
C1503,person,P0004,aqeli_finance_ministry_context,Aqeli associates the unrealized premiership consideration with a subsequent short term as Minister of Finance.,probable,active,Finance service is already known; this claim preserves Aqeli's sequencing/context.
C1510,event,E0400,hossein_qoli_aqeli_candidate_birth,Aqeli gives Hossein Qoli Khan Amir Nezam II a probable birth around 1260 SH.,probable,active,Secondary estimate; do not overwrite canonical birth fields without corroboration.
C1511,event,E0400,hossein_qoli_aqeli_cavalry_command_1310,Aqeli reports that by about 1310 AH Hossein Qoli Khan commanded cavalry associated with his father's military establishment.,probable,active,Secondary military-career enrichment.
C1512,event,E0400,hossein_qoli_aqeli_saed_al_saltaneh_1314,Aqeli states that Hossein Qoli Khan received the title Sa'ed al-Saltaneh in 1314 AH.,confirmed,active,Corroborates existing title-transfer evidence.
C1513,event,E0400,hossein_qoli_aqeli_european_education,Aqeli reports that Hossein Qoli Khan studied in Europe and returned able to speak and write French and English well.,probable,active,Field/institution not securely established in Aqeli passage.
C1514,event,E0400,hossein_qoli_aqeli_kermanshah_governorship,Aqeli reports that Hossein Qoli Khan later served as governor of Kermanshah.,probable,active,Late-Qajar career enrichment; exact dates require reconciliation.
C1515,event,E0400,hossein_qoli_aqeli_amir_nezam_title_succession,Aqeli states that after Abdollah Khan's death Hossein Qoli Khan inherited the title Amir Nezam.,confirmed,active,Corroborates existing title succession.
C1516,event,E0400,hossein_qoli_aqeli_estate_inheritance,Aqeli associates Hossein Qoli Khan with an inheritance of approximately forty-five villages.,probable,active,Secondary estimate; requires property-by-property reconstruction.
C1517,event,E0400,hossein_qoli_aqeli_minister_of_war_1299_sh,Aqeli reports that Hossein Qoli Khan briefly served as Minister of War in 1299 SH in a cabinet of Fathollah Khan Sepahdar Rashti.,probable,active,New Pahlavi-transition career claim; verify against cabinet records.
C1518,event,E0400,hossein_qoli_aqeli_pahlavi_foreign_protocol,Aqeli reports that under Reza Shah Hossein Qoli Khan became head of foreign protocol at the Pahlavi court and remained in that role until about 1318 SH.,probable,active,New Pahlavi-era career claim; exact title/dates need official corroboration.
C1519,event,E0400,hossein_qoli_aqeli_death_1332_sh,Aqeli gives Hossein Qoli Khan's death year as 1332 SH.,probable,active,Secondary death-year evidence.
C1520,event,E0400,hossein_qoli_aqeli_waqf_estate,Aqeli reports that a substantial part of Hossein Qoli Khan's approximately forty-five-village estate was later endowed for charitable purposes.,probable,active,Secondary waqf evidence; overlaps with separate Gholamhossein-attributed statement.
C1521,event,E0400,hossein_qoli_aqeli_anecdotal_death_account,Aqeli preserves an anecdotal account that Hossein Qoli Khan died after a seizure in a bath at his Victoria residence.,confirmed,active,Confirmed only as a claim reported by Aqeli; the anecdote is not independently established and is not canonical cause of death.
C1530,event,E0400,gholamhossein_amiri_oil_studies,Aqeli says Gholamhossein Amiri Gharagozloo studied petroleum/oil-related subjects in Europe.,probable,active,Attach to canonical Gholamhossein Amiri person after live ID reconciliation.
C1531,event,E0400,gholamhossein_amiri_oil_company,Aqeli says Gholamhossein Amiri Gharagozloo became one of the managers/directors of the oil company.,probable,active,Exact company and title require verification.
C1532,event,E0400,gholamhossein_amiri_majles_16,Aqeli says Gholamhossein Amiri Gharagozloo represented Hamadan in the Sixteenth Majles.,probable,active,High-value claim; verify against Majles rosters and then attach to canonical person/event.
C1533,event,E0400,gholamhossein_amiri_waqf_supervision,Aqeli reports that Gholamhossein Amiri Gharagozloo supervised remaining Amir Nezam family waqf property and pursued efforts to protect or recover endowed assets.,probable,active,Potentially based on Gholamhossein's own statement as mediated by Aqeli.
C1534,event,E0400,waqf_original_scale,Aqeli reports that approximately forty-five villages were endowed for charitable purposes including a hospital and school.,probable,active,Secondary estate/waqf scale; exact property list unresolved.
C1535,event,E0400,waqf_reduced_scale,Aqeli reports that later disputes and competing claims reduced the surviving waqf to approximately fourteen villages plus a Tehran house.,probable,active,Secondary report; requires waqf/deed/court documentation.
C1536,event,E0400,gholamhossein_amiri_post_revolution_imprisonment,Aqeli reports that Gholamhossein Amiri Gharagozloo was briefly imprisoned after the 1979 Revolution in connection with an allegation of Freemasonry membership.,confirmed,active,Confirmed only as a claim reported by Aqeli; the underlying allegation is not independently established.
C1537,event,E0400,mohtaj_ali_financial_career,Aqeli characterizes Mohtaj Ali Khan Amir Arfa' as especially involved in banking and financial affairs.,probable,active,Attach after canonical person-ID reconciliation.
C1538,event,E0400,mohtaj_and_mansur_europe,Aqeli reports that Mohtaj Ali Khan and Mansur Ali Khan were sent to Europe under Farid al-Molk Hamadani's guidance and remained abroad for roughly five years learning foreign languages.,probable,active,Secondary education/travel claim.
C1539,event,E0400,mohtaj_marriage_conflict,"Aqeli sequences Mohtaj Ali Khan's marriage to a daughter of Fazlollah Khan Mirpanj Entesar al-Molk after his return from Europe, conflicting with Majmooe Asaar's Dhu al-Hijjah 1324 AH marriage date before the European journey.",confirmed,active,Explicit chronology conflict; retain existing canonical 1324 AH date pending stronger evidence.
C1540,event,E0400,mohtaj_children_corroboration,Aqeli identifies Mohtaj Ali Khan's sons as Gholam Ali Khan and Gholamhossein Amiri Gharagozloo.,confirmed,active,Corroborates existing genealogy; no topology change.
C1541,event,E0400,mansur_ali_education,Aqeli reports that Mansur Ali Khan studied at Dar al-Funun and later continued education in Europe.,probable,active,Late-Qajar biographical enrichment.
C1542,event,E0400,mansur_ali_governorships,"Aqeli reports later governorships for Mansur Ali Khan including Kermanshah, Khuzestan/Lorestan, and Hamadan.",probable,active,Exact dates require reconciliation.
C1543,event,E0400,mansur_ali_salar_al_dowleh,Aqeli reports that Mansur Ali Khan was assigned by the government to oppose Salar al-Dowleh.,probable,active,Historical event candidate.
C1544,event,E0400,mansur_ali_majles_11,Aqeli reports that Mansur Ali Khan represented Hamadan in the Eleventh Majles.,probable,active,Verify against parliamentary rosters.
C1545,event,E0400,mansur_ali_vosuq_marriage,Aqeli states that Mansur Ali Khan married a daughter of Vosuq al-Dowleh.,confirmed,active,Corroborated by Majmooe Asaar.
C1546,event,E0400,baha_al_molk_branch_late_careers,"Aqeli provides late-Qajar/Pahlavi biographies for Alireza Khan Baha al-Molk, Yahya Khan Etemad al-Dowleh, Manouchehr Gharagozloo, and related descendants.",confirmed,active,Contextual cluster; promote to person-level records only after live ID reconciliation.
C1547,event,E0400,amir_afkham_secondary_detail,Aqeli provides additional biographical detail on Amir Afkham and the Shervini branch while also using strongly judgmental language about some figures.,confirmed,active,Separate factual biographical details from the author's moral judgments.
C1548,event,E0400,parzhad_identity_distinction,Aqeli distinguishes Gholamhossein Parzhad Gharagozloo from Gholamhossein Amiri Gharagozloo as separate individuals with different parentage and careers.,confirmed,active,Important identity guardrail against same-name conflation.
